Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Crystal;Dial;Bracelet color;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews;age;is_modern;price_log;seller_reputation_score;scope_score;price_anomaly_low;price_anomaly_high;seller_consistent
A. Lange & Söhne;Automatic;White gold;Leather;2020.0;Used (Very good);Original box, original papers;Men's watch/Unisex;26888.0;Item is in stock;Circular;596.9925000000001;Sapphire crystal;Blue;Blue;275.0;1143.0;1;0;1;183.0;6.0;1;10.199472560025471;0.6666666666666666;3;0;0;0
Casio;Quartz;Steel;Leather;2020.0;New;Original box, original papers;Men's watch/Unisex;699.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;733.0;404.0;1;0;1;440.0;6.0;1;6.551080335043404;0.6666666666666666;3;0;0;1
Jacob & Co.;Quartz;Steel;Crocodile skin;2022.5;Used (Very good);No original box, no original papers;Men's watch/Unisex;2578.0;Item is in stock;Circular;867.0325;Sapphire crystal;Black;Black;1420.0;961.0;1;1;1;885.0;3.5;1;7.8551570058813445;1.0;0;0;0;1
Ebel;Automatic;Yellow gold;Yellow gold;2001.0;New;Original box, original papers;Men's watch/Unisex;21067.0;Item is in stock;Circular;659.7925;Sapphire crystal;Silver;Gold;52.0;27.0;1;1;1;39.0;25.0;1;9.95551058060328;1.0;3;0;0;1
Artya;Automatic;Steel;Calf skin;2023.0;New;Original box, original papers;Men's watch/Unisex;11494.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Black;Black;3.0;24.0;1;1;1;448.0;3.0;1;9.349667437197281;1.0;3;0;0;0
Garmin;Automatic;Steel;Plastic;2024.0;New;Original box, original papers;Men's watch/Unisex;323.0;Item is in stock;Circular;794.8125;Sapphire crystal;Black;Grey;6322.0;1273.0;1;1;1;4687.0;2.0;1;5.780743515792329;1.0;3;0;0;1
Sector;Quartz;Aluminum;Aluminium;2000.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;42.0;Item is in stock;Circular;692.37;Sapphire crystal;White;Grey;580.0;419.0;0;0;0;448.0;26.0;1;3.7612001156935624;0.0;0;1;0;1
Tudor;Automatic;Steel;Steel;2019.0;Used (Fair);Original box, original papers;Men's watch/Unisex;2999.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Steel;225.0;55.0;1;0;1;172.0;7.0;1;8.006367567650246;0.6666666666666666;3;0;0;1
Zeppelin;Automatic;Steel;Leather;2022.0;New;Original box, original papers;Men's watch/Unisex;1619.0;Item needs to be procured;Circular;725.7325000000001;Sapphire crystal;Blue;Blue;399.0;181.0;0;1;1;291.0;4.0;1;7.3901814282264295;0.6666666666666666;3;0;0;1
Minerva;Automatic;Steel;Leather;1950.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3760.0;Item is in stock;Circular;692.37;Sapphire crystal;White;Black;739.0;495.0;1;1;1;664.0;76.0;0;8.232440158470336;1.0;3;0;0;1
Armani;Quartz;Steel;Steel;2019.0;New;Original box, original papers;Women's watch;232.0;Item needs to be procured;Circular;508.68;Mineral Glass;Silver;Silver;5460.0;4128.0;0;1;1;3305.0;7.0;1;5.4510384535657;0.6666666666666666;3;0;0;1
Tissot;Quartz;Steel;Steel;2023.0;New;Original box, original papers;Men's watch/Unisex;397.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Silver;1175.0;876.0;1;0;1;648.0;3.0;1;5.986452005284438;0.6666666666666666;3;0;0;1
Sandoz;Automatic;Steel;Leather;1960.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;1750.0;Item is in stock;Circular;692.37;Sapphire crystal;Red;Black;158.0;43.0;1;0;1;102.0;66.0;0;7.467942332285852;0.6666666666666666;0;0;0;1
Norqain;Automatic;Carbon;Rubber;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4250.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Blue;896.0;546.0;1;1;1;696.0;2.0;1;8.35490952835879;1.0;3;0;0;1
Aquastar;Automatic;Steel;Calf skin;1970.0;Used (Good);No original box, no original papers;Men's watch/Unisex;594.0;Item is in stock;Rectangular;1716.0;Sapphire crystal;Gold;Brown;580.0;419.0;0;0;0;448.0;56.0;0;6.38856140554563;0.0;0;0;0;1
Lang & Heyne;Manual winding;Yellow gold;Alligator skin;2022.5;Used (Very good);No original box, no original papers;Men's watch/Unisex;18999.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;902.0;431.0;1;1;1;601.0;3.5;1;9.852194258148577;1.0;0;0;0;1
Pequignet;Quartz;Steel;Leather;2022.5;Used (Good);Original papers, no original box;Women's watch;1031.0;Item is in stock;Rectangular;442.0;Sapphire crystal;Silver;Brown;1420.0;1844.0;1;0;1;876.0;3.5;1;6.939253946041508;0.6666666666666666;1;0;0;0
Roger Dubuis;Automatic;Carbon;Rubber;2012.0;Used (Very good);Original box, original papers;Men's watch/Unisex;40085.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Skeletonized;Black;174.0;1812.0;0;1;1;127.0;14.0;1;10.598782425153532;0.6666666666666666;3;0;0;0
Revue Thommen;Automatic;Steel;Rubber;2022.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;648.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Yellow;1369.0;885.0;1;0;1;939.0;4.0;1;6.47543271670409;0.6666666666666666;2;0;0;1
U-Boat;Manual winding;Steel;Leather;2009.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;2134.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;1.0;19.0;0;1;1;448.0;17.0;1;7.666221925662725;0.6666666666666666;3;0;0;0
Hanhart;Manual winding;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;2150.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Black;Brown;1072.0;1397.0;1;1;1;940.0;2.0;1;7.67368812926773;1.0;3;0;0;0
Audemars Piguet;Automatic;Steel;Steel;2018.5;Used (Very good);No original box, no original papers;Men's watch/Unisex;22993.0;Item is in stock;Circular;508.68;Sapphire crystal;Black;Steel;1883.0;823.0;1;1;1;1200.0;7.5;1;10.042988591313685;1.0;0;0;0;1
GUB Glashütte;Automatic;Steel;Steel;1977.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3187.0;Item is in stock;Rectangular;1260.0;Plastic;Silver;Steel;109.0;29.0;1;1;1;88.0;49.0;0;8.067149039910106;1.0;0;0;0;1
Grovana;Quartz;Steel;Leather;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;155.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;3.0;1;5.049856007249537;0.0;3;0;0;1
Hamilton;Manual winding;Steel;Textile;2024.0;New;No original box, no original papers;Men's watch/Unisex;590.0;Item is in stock;Circular;566.77;Sapphire crystal;Green;Green;5.0;45.0;1;0;1;5.0;2.0;1;6.3818160174060985;0.6666666666666666;0;0;0;0
Enicar;Automatic;Steel;Steel;1963.0;Used (Good);Original box, no original papers;Men's watch/Unisex;2690.0;Item is in stock;Rectangular;1892.0;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;63.0;0;7.897668150726906;0.0;2;0;0;1
Gaga Milano;Quartz;Steel;Rubber;2017.0;Used (Very good);Original box, original papers;Men's watch/Unisex;582.0;Item is in stock;Circular;904.32;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;9.0;1;6.368187186350492;0.0;3;0;0;1
Chanel;Quartz;Ceramic;Ceramic;2023.0;New;Original box, original papers;Women's watch;4920.0;Item is in stock;Circular;427.4325;Sapphire crystal;White;White;178.0;1737.0;1;1;1;135.0;3.0;1;8.501267040865978;1.0;3;0;0;0
Mido;Automatic;Steel;Leather;2023.0;New;Original box, original papers;Men's watch/Unisex;499.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Brown;376.0;466.0;0;0;1;233.0;3.0;1;6.214608098422191;0.3333333333333333;3;0;0;0
TAG Heuer;Quartz;Steel;Steel;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1970.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Steel;28.0;129.0;0;1;1;27.0;7.0;1;7.58629630715272;0.6666666666666666;3;0;0;0
Tiffany;Manual winding;Yellow gold;Leather;2004.0;Used (Very good);No original box, no original papers;Women's watch;6190.0;Item is in stock;Circular;480.8125;Sapphire crystal;White;Black;251.0;762.0;0;0;1;157.0;22.0;1;8.730851903519232;0.3333333333333333;0;0;0;0
Bertolucci;Quartz;Steel;Gold/Steel;1990.0;Used (Very good);No original box, no original papers;Women's watch;918.0;Item is in stock;Rectangular;750.0;Sapphire crystal;Black;Gold/Steel;580.0;419.0;0;0;0;448.0;36.0;0;6.823286122355687;0.0;0;0;0;1
Luminox;Automatic;Steel;Calf skin;2024.0;New;Original box, original papers;Men's watch/Unisex;511.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Grey;Black;289.0;117.0;1;1;1;211.0;2.0;1;6.238324625039508;1.0;3;0;0;1
Romain Jerome;Automatic;Steel;Rubber;2022.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;4845.0;Item is in stock;Circular;830.5300000000001;Sapphire crystal;Black;Black;1408.0;711.0;0;0;1;958.0;4.0;1;8.48590890137647;0.3333333333333333;2;0;0;1
Pryngeps;Quartz;Steel;Steel;1980.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;313.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Black;2030.0;359.0;1;1;1;1627.0;46.0;0;5.749392985908253;1.0;0;0;0;1
TB Buti;Automatic;Yellow gold;Rubber;2010.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;9712.0;Item is in stock;Rectangular;2288.0;Sapphire crystal;Blue;Blue;1740.0;332.0;1;1;1;1261.0;16.0;1;9.18122047340233;1.0;0;0;0;1
Cartier;Automatic;Steel;Steel;1980.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;5399.0;Item is in stock;Rectangular;1189.0;Sapphire crystal;White;Silver;310.0;286.0;0;1;1;230.0;46.0;0;8.594154232552366;0.6666666666666666;0;0;0;1
Zeppelin;Automatic;Steel;Leather;2022.0;New;Original box, original papers;Men's watch/Unisex;323.0;Item needs to be procured;Circular;628.0;Mineral Glass;White;Brown;2329.0;2505.0;0;1;1;1742.0;4.0;1;5.780743515792329;0.6666666666666666;3;0;0;0
Montblanc;Automatic;Steel;Steel;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1100.0;Item is in stock;Circular;628.0;Sapphire crystal;White;Steel;580.0;419.0;0;0;0;448.0;3.0;1;7.00397413672268;0.0;3;0;0;1
Eterna;Automatic;Rose gold;Leather;1980.0;Used (Good);No original box, no original papers;Women's watch;3003.0;Item is in stock;Rectangular;682.0;Sapphire crystal;Silver;Brown;2481.0;684.0;1;1;1;1600.0;46.0;0;8.007700012884026;1.0;0;0;0;1
Grand Seiko;Automatic;Steel;Steel;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;5295.0;Item is in stock;Circular;628.0;Sapphire crystal;Green;Steel;615.0;417.0;1;0;1;527.0;3.0;1;8.574707097616844;0.6666666666666666;3;0;0;1
Versace;Quartz;Steel;Leather;2023.0;New;Original box, original papers;Men's watch/Unisex;434.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;376.0;466.0;0;0;1;233.0;3.0;1;6.075346031088684;0.3333333333333333;3;0;0;0
Alain Silberstein;Automatic;Steel;Steel;1996.0;Used (Good);Original box, original papers;Men's watch/Unisex;3511.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;30.0;0;8.163940954755008;0.0;3;0;0;1
Auricoste;Automatic;Steel;Silicon;2024.0;New;Original box, original papers;Men's watch/Unisex;1783.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Black;357.0;206.0;1;0;1;311.0;2.0;1;7.486613313139955;0.6666666666666666;3;0;0;1
Poljot;Manual winding;Steel;Leather;2007.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;475.0;Item is in stock;Circular;628.0;Mineral Glass;Champagne;Black;580.0;419.0;0;0;0;448.0;19.0;1;6.16541785423142;0.0;2;0;0;1
Sector;Quartz;Steel;Steel;2000.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;161.0;Item is in stock;Circular;759.88;Mineral Glass;Grey;Silver;14626.0;5541.0;1;1;1;7424.0;26.0;1;5.087596335232384;1.0;3;0;0;1
Rolex;Automatic;Gold/Steel;Gold/Steel;2016.0;Used (Very good);Original box, original papers;Men's watch/Unisex;14470.0;Item is in stock;Circular;628.0;Sapphire crystal;Blue;Gold/Steel;135.0;172.0;1;1;1;79.0;10.0;1;9.579901925737992;1.0;3;0;0;0
Baume & Mercier;Automatic;Steel;Gold/Steel;2019.0;Used (Very good);Original box, no original papers;Women's watch;1675.0;Item is in stock;Circular;522.908125;Sapphire crystal;White;Gold/Steel;977.0;957.0;1;1;1;573.0;7.0;1;7.424165281042028;1.0;2;0;0;1
Squale;Automatic;Steel;Rubber;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1174.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Black;326.0;36.0;1;1;1;272.0;2.0;1;7.069023426578259;1.0;3;0;0;1
Tissot;Quartz;Steel;Leather;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;375.0;Item is in stock;Circular;794.8125;Sapphire crystal;Blue;Brown;2260.0;439.0;1;1;1;1329.0;2.0;1;5.929589143389895;1.0;3;0;0;1
Louis Moinet;Automatic;Steel;Leather;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;11435.0;Item is in stock;Circular;794.8125;Sapphire crystal;Blue;Black;810.0;769.0;1;1;1;640.0;2.0;1;9.344521553442203;1.0;3;0;0;1
Universal Genève;Manual winding;Steel;Textile;1943.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2475.0;Item is in stock;Rectangular;1287.0;Sapphire crystal;Champagne;Black;1391.0;1102.0;1;1;1;860.0;83.0;0;7.814399633804487;1.0;0;0;0;1
Panerai;Automatic;Carbon;Rubber;2020.0;Used (Very good);Original box, original papers;Men's watch/Unisex;10375.0;Item is in stock;Circular;867.0325;Sapphire crystal;Black;Black;104.0;57.0;0;1;1;84.0;6.0;1;9.24725072599628;0.6666666666666666;3;0;0;1
Roamer;Automatic;Steel;Leather;1990.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;962.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Blue;Black;1138.0;567.0;1;1;1;662.0;36.0;0;6.870053411798126;1.0;0;0;0;1
Romain Jerome;Automatic;Steel;Rubber;2022.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;3995.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Black;1369.0;885.0;1;0;1;939.0;4.0;1;8.293049139768444;0.6666666666666666;2;0;0;1
Festina;Quartz;Steel;Steel;2015.5;Like new & unworn;Original box, original papers;Men's watch/Unisex;96.0;Item is in stock;Circular;628.0;Mineral Glass;Silver;Silver;14626.0;5541.0;1;1;1;7424.0;10.5;1;4.574710978503383;1.0;3;0;0;1
Certina;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;593.0;Item needs to be procured;Circular;659.7925;Sapphire crystal;Green;Steel;312.0;231.0;0;0;1;258.0;2.0;1;6.386879319362645;0.3333333333333333;3;0;0;1
Zodiac;Automatic;Steel;Steel;1970.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;5402.0;Item is in stock;Rectangular;1677.0;Plexiglass;Blue;Steel;580.0;419.0;0;0;0;448.0;56.0;0;8.594709633844065;0.0;0;0;0;1
Chaumet;Manual winding;Steel;Leather;1999.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;2917.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;27.0;0;7.978653729082731;0.0;0;0;0;1
Mb&f;Automatic;Steel;Leather;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;5080.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Black;33.0;112.0;1;0;1;25.0;2.0;1;8.533263371593732;0.6666666666666666;3;0;0;0
Philip Watch;Automatic;Yellow gold;Leather;1980.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;756.0;Item is in stock;Circular;453.73;Plexiglass;Black;Brown;580.0;419.0;0;0;0;448.0;46.0;0;6.6293632534374485;0.0;0;0;0;1
Philip Watch;Automatic;Steel;Steel;2010.0;Used (Very good);Original box, original papers;Men's watch/Unisex;486.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;16.0;1;6.18826412308259;0.0;3;0;0;1
Garmin;Quartz;Titanium;Silicon;2024.0;New;Original box, original papers;Men's watch/Unisex;1360.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Black;Grey;14927.0;4187.0;0;1;1;10162.0;2.0;1;7.215975002651466;0.6666666666666666;3;0;0;1
Cartier;Automatic;Yellow gold;Yellow gold;2016.0;Used (Very good);Original box, original papers;Men's watch/Unisex;9000.0;Item is in stock;Rectangular;1628.0;Sapphire crystal;Silver;Black;284.0;378.0;0;1;1;199.0;10.0;1;9.105090961257085;0.6666666666666666;3;0;0;0
Accutron;Automatic;Yellow gold;Leather;2022.0;New;Original box, original papers;Men's watch/Unisex;19600.0;Item needs to be procured;Rectangular;1892.25;Sapphire crystal;Skeletonized;Black;197.0;556.0;0;1;1;137.0;4.0;1;9.883335864325275;0.6666666666666666;3;0;0;0
Cyma;Quartz;Gold/Steel;Gold/Steel;2007.0;New;Original box, original papers;Men's watch/Unisex;1975.0;Item is in stock;Circular;401.92;Sapphire crystal;White;Gold/Steel;21.0;10.0;0;1;1;13.0;19.0;1;7.588829878307813;0.6666666666666666;3;0;0;1
Epos;Automatic;Steel;Steel;2019.0;New;Original box, original papers;Men's watch/Unisex;2527.0;Item available on request;Circular;551.953125;Sapphire crystal;Black;Steel;566.0;994.0;1;1;1;448.0;7.0;1;7.8351837552667485;1.0;3;0;0;0
Lemania;Manual winding;Steel;Leather;1952.0;Used (Good);No original box, no original papers;Men's watch/Unisex;539.0;Item is in stock;Rectangular;1470.0;Sapphire crystal;Black;Black;1431.0;1140.0;0;0;1;1031.0;74.0;0;6.29156913955832;0.3333333333333333;0;0;0;1
Maurice Lacroix;Automatic;Steel;Leather;1999.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1349.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver (solid);Brown;682.0;42.0;1;1;1;513.0;27.0;0;7.2078598714324755;1.0;3;0;0;1
Arnold & Son;Automatic;Steel;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;10480.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;13.0;391.0;1;1;1;8.0;4.0;1;9.257319373170178;1.0;3;0;0;0
Pierre DeRoche;Automatic;Titanium;Leather;2014.0;New;Original box, original papers;Men's watch/Unisex;30963.0;Item available on request;Circular;725.7325000000001;Sapphire crystal;Black;Black;566.0;994.0;1;1;1;448.0;12.0;1;10.340580518324604;1.0;3;0;0;0
Raketa;Manual winding;Steel;Leather;1975.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;92.0;Item is in stock;Rectangular;1620.0;Plexiglass;White;Black;580.0;419.0;0;0;0;448.0;51.0;0;4.532599493153256;0.0;0;0;0;1
Philip Watch;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Women's watch;596.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Black;3613.0;1151.0;1;1;1;2570.0;2.0;1;6.391917113392602;1.0;3;0;0;1
Laco;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;367.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Brown;257.0;25.0;1;1;1;167.0;2.0;1;5.908082938168931;1.0;3;0;0;1
Zeno-Watch Basel;Automatic;Steel;Leather;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1950.0;Item is in stock;Rectangular;2310.0;Sapphire crystal;Silver;Black;1391.0;1102.0;1;1;1;860.0;3.0;1;7.576097340623111;1.0;3;0;0;1
Rado;Quartz;Ceramic;Leather;2020.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;799.0;Item is in stock;Rectangular;896.0;Sapphire crystal;Black;Black;902.0;431.0;1;1;1;601.0;6.0;1;6.684611727667927;1.0;0;0;0;1
Cartier;Automatic;Steel;Steel;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;8600.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Steel;146.0;60.0;1;1;1;139.0;4.0;1;9.059633754551479;1.0;3;0;0;1
Cartier;Automatic;Steel;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;7701.0;Item is in stock;Rectangular;1890.5;Sapphire crystal;Black;Black;183.0;269.0;1;1;1;112.0;2.0;1;8.949235314374855;1.0;3;0;0;0
Universal Genève;Manual winding;Yellow gold;Leather;1960.0;Used (Very good);No original box, no original papers;Women's watch;539.0;Item is in stock;Rectangular;720.0;Plexiglass;Champagne;Brown;382.0;87.0;1;1;1;262.0;66.0;0;6.29156913955832;1.0;0;0;0;1
Moritz Grossmann;Manual winding;White gold;Leather;2016.0;Used (Good);Original box, original papers;Men's watch/Unisex;19850.0;Item is in stock;Circular;508.68;Sapphire crystal;White;Black;119.0;59.0;1;1;1;78.0;10.0;1;9.89600966268017;1.0;3;0;0;1
Hamilton;Manual winding;Steel;Leather;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1895.0;Item is in stock;Circular;628.0;Sapphire crystal;White;Black;2260.0;439.0;1;1;1;1329.0;3.0;1;7.547501682814967;1.0;3;0;0;1
Mondaine;Quartz;Steel;Leather;2021.0;New;Original box, original papers;Women's watch;215.0;Item is in stock;Circular;480.8125;Mineral Glass;White;White;1420.0;1844.0;1;0;1;876.0;5.0;1;5.375278407684165;0.6666666666666666;3;0;0;0
Porsche Design;Automatic;Titanium;Titanium;2018.0;New;Original box, no original papers;Men's watch/Unisex;3476.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;13.0;29.0;0;1;1;11.0;8.0;1;8.153925132007862;0.6666666666666666;2;0;0;0
